Ensembl	Gene	"Gene synonym"	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"MS evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific NX"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific NX"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific NX"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific NX"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific NX"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific pTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific pTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"
ENSG00000173273	TNKS	"PARP-5a, PARP5A, pART5, TIN1, TINF1, TNKS1"	Tankyrase	O95271	8	9555914-9782346	"Enzymes, Predicted intracellular proteins, Transporters"	"Cell cycle, Cell division, Mitosis, mRNA transport, Protein transport, Translocation, Transport, Wnt signaling pathway"	"Glycosyltransferase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA025690	Approved		Approved	"Nucleoplasm,Nuclear membrane"		Nucleoplasm	"Nuclear membrane"	"HPA025690: AB_10602249"
ENSG00000159173	TNNI1		"Troponin I1, slow skeletal type"	P19237	1	201403768-201429866	"Predicted intracellular proteins"		"Actin-binding, Muscle protein"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	7	"skeletal muscle: 559.6"	"Cell line enriched"	"Detected in some"	9	"RH-30: 103.8"	"Group enriched"	"Detected in many"	5	"head and neck cancer: 9.6;prostate cancer: 3.4"	"Not detected"	"Not detected"			"Low cell type specificity"	"Detected in some"			"Low lineage specificity"	"Detected in single"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA028190	Approved		Uncertain	Nucleoplasm,Nucleoli		Nucleoplasm	Nucleoli	"HPA028190: AB_10600831"
ENSG00000105576	TNPO2	"FLJ12155, IPO3, KPNB2B, TRN2"	"Transportin 2"	O14787	19	12699194-12724011	"Predicted intracellular proteins, Transporters"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB046446, HPA071498"	Approved		Approved	Nucleoplasm,Nucleoli		"Nucleoplasm, Nucleoli"		"CAB046446: AB_10603392, HPA071498: "
ENSG00000198900	TOP1		"DNA topoisomerase I"	P11387	20	41028818-41124487	"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins"	"Biological rhythms, Host-virus interaction"	"DNA-binding, Isomerase, Topoisomerase"	"Cancer-related genes, FDA approved drug targets, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB009058, HPA019039"	Supported		Supported	"Nucleoplasm,Nucleoli fibrillar center"		"Nucleoplasm, Nucleoli fibrillar center"		"CAB009058: AB_2303554, HPA019039: AB_1858187"
ENSG00000131747	TOP2A	TOP2	"DNA topoisomerase II alpha"	P11388	17	40388516-40417950	"Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins"	"Biological rhythms"	"DNA-binding, Isomerase, Topoisomerase"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"lymphoid tissue: 146.3;testis: 36.8"	"Low cell line specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in some"		"T-reg: 5.7"	"Low lineage specificity"	"Detected in many"			"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in all"			"CAB002448, HPA006458, HPA026773"	Enhanced	Approved	Supported	Nucleoplasm,Nucleoli		Nucleoplasm	Nucleoli	"CAB002448: AB_564035, HPA006458: AB_1858189, HPA026773: AB_1858190"
ENSG00000198846	TOX	"KIAA0808, TOX1"	"Thymocyte selection associated high mobility group box"	O94900	8	58805418-59119208	"Predicted intracellular proteins, Transcription factors"	"Neurogenesis, Transcription, Transcription regulation"	"Chromatin regulator, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	4	"lymphoid tissue: 88.8"	"Cell line enhanced"	"Detected in many"		"HUVEC TERT2: 9.8;MOLT-4: 53.9;SH-SY5Y: 16.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"T-reg: 21.0"	"Low lineage specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"HPA018322, HPA073241"	Enhanced		Approved	"Nucleoplasm,Nucleoli fibrillar center"		"Nucleoplasm, Nucleoli fibrillar center"		"HPA018322: AB_1858199, HPA073241: "
ENSG00000092203	TOX4	"C14orf92, KIAA0737, LCP1"	"TOX high mobility group box family member 4"	O94842	14	21476597-21499175	"Plasma proteins, Predicted intracellular proteins, Transcription factors"		DNA-binding		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA017880, HPA027551"	Approved		Approved	Nucleoplasm,Nucleoli,Vesicles		Nucleoplasm	"Nucleoli, Vesicles"	"HPA017880: AB_1845573, HPA027551: AB_10601701"
ENSG00000164548	TRA2A	"AWMS1, htra-2-alpha, tra2a"	"Transformer 2 alpha homolog"	Q13595	7	23504780-23532041	"Predicted intracellular proteins"	"mRNA processing, mRNA splicing"	RNA-binding		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA054018	Uncertain		Supported	Nucleoplasm,Nucleoli,Vesicles		Nucleoli	"Nucleoplasm, Vesicles"	"HPA054018: "
ENSG00000204713	TRIM27	"RFP, RNF76"	"Tripartite motif containing 27"	P14373	6	28903002-28923989	"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	"Transcription, Transcription regulation, Transport, Ubl conjugation pathway"	"DNA-binding, Repressor, Transferase"	"Cancer-related genes, Proto-oncogene"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA048684, HPA053408"	Approved		Approved	Nucleoplasm,Nucleoli		Nucleoli	Nucleoplasm	"HPA048684: , HPA053408: "
ENSG00000146063	TRIM41	"MGC1127, RINCK"	"Tripartite motif containing 41"	Q8WV44	5	181222499-181235809	"Enzymes, Predicted intracellular proteins"	"Ubl conjugation pathway"	Transferase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"brain: 43.7"	"Cell line enhanced"	"Detected in all"		"HDLM-2: 38.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA024204	Approved		Supported	"Nucleoli,Nuclear bodies"		"Nucleoli, Nuclear bodies"		"HPA024204: AB_1858299"
ENSG00000121486	TRMT1L	C1orf25	"TRNA methyltransferase 1 like"	Q7Z2T5	1	185118098-185157072	"Predicted intracellular proteins"	"Behavior, tRNA processing"	"Methyltransferase, RNA-binding, Transferase, tRNA-binding"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA026728	Uncertain		Approved	Nucleoplasm,Nucleoli		Nucleoplasm	Nucleoli	"HPA026728: AB_1845641"
ENSG00000126814	TRMT5	"KIAA1393, TRM5"	"TRNA methyltransferase 5"	Q32P41	14	60971451-60981358	"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	"tRNA processing"	"Methyltransferase, Transferase"	"Disease mutation, Primary mitochondrial disease"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA000943	Supported		Approved	Nucleoplasm,Nucleoli		"Nucleoplasm, Nucleoli"		"HPA000943: AB_1080388"
ENSG00000067445	TRO	"KIAA1114, MAGE-D3, MAGED3"	Trophinin	Q12816	X	54920462-54931431	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins"	"Cell adhesion"		"Cancer-related genes"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 32.1"	"Cell line enhanced"	"Detected in many"		"AF22: 20.9;HEK 293: 12.9;HSkMC: 13.1;SCLC-21H: 14.0;SH-SY5Y: 18.8"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Cell type enhanced"	"Detected in some"		"NK-cell: 5.2"	"Low lineage specificity"	"Detected in many"							"Low region specificity"	"Detected in all"			HPA053358			Approved	"Nucleoplasm,Nucleoli fibrillar center"		"Nucleoplasm, Nucleoli fibrillar center"		"HPA053358: "
ENSG00000198860	TSEN15	C1orf19	"TRNA splicing endonuclease subunit 15"	Q8WW01	1	184051651-184123978	"Disease related genes, Predicted intracellular proteins"	"mRNA processing, tRNA processing"		"Disease mutation"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"							HPA029237	Approved		Approved	Nucleoplasm,Nucleoli		Nucleoli	Nucleoplasm	"HPA029237: AB_10671361"
ENSG00000189241	TSPYL1	TSPYL	"TSPY like 1"	Q9H0U9	6	116276578-116279903	"Disease related genes, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA031970, HPA031971"	Approved		Supported	Nucleoplasm,Nucleoli		"Nucleoplasm, Nucleoli"		"HPA031970: AB_2674092, HPA031971: AB_10602484"
ENSG00000162526	TSSK3	"SPOGA3, STK22C"	"Testis specific serine kinase 3"	Q96PN8	1	32351521-32364312	"Enzymes, Predicted intracellular proteins"	"Differentiation, Spermatogenesis"	"Developmental protein, Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	8	"testis: 68.1"	"Cell line enhanced"	"Detected in many"		"HeLa: 9.8"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"Cell type enhanced"	"Detected in some"		"naive CD4 T-cell: 2.3"	"Low lineage specificity"	"Detected in single"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA037516			Approved	"Nucleoplasm,Nucleoli,Nuclear bodies"		"Nucleoplasm, Nucleoli"	"Nuclear bodies"	"HPA037516: "
ENSG00000125482	TTF1		"Transcription termination factor 1"	Q15361	9	132375548-132406851	"Predicted intracellular proteins"	"Transcription, Transcription regulation, Transcription termination"	"DNA replication inhibitor, DNA-binding"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"							"Low region specificity"	"Detected in all"			HPA054837	Supported		Supported	Nucleoplasm,Nucleoli		"Nucleoplasm, Nucleoli"		"HPA054837: "
ENSG00000233608	TWIST2	"bHLHa39, Dermo-1, DERMO1"	"Twist family bHLH transcription factor 2"	Q8WVJ9	2	238848032-238910543	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Differentiation, Transcription, Transcription regulation"	"Developmental protein, DNA-binding, Repressor"	"Disease mutation, Ectodermal dysplasia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"cervix, uterine: 34.6"	"Cell line enhanced"	"Detected in many"		"ASC diff: 32.8;ASC TERT1: 20.9;BJ: 26.6;BJ hTERT+: 83.9;fHDF/TERT166: 38.0;U-2197: 32.5"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in single"			"Cell type enriched"	"Detected in single"	21	"eosinophil: 11.2"	"Lineage enriched"	"Detected in single"	52	"granulocytes: 11.2"	"Low region specificity"	"Detected in some"			"Not detected"	"Not detected"			HPA062870			Supported	Nucleoplasm,Nucleoli		Nucleoplasm	Nucleoli	"HPA062870: "
ENSG00000105849	TWISTNB		"TWIST neighbor"	Q3B726	7	19695462-19709087	"Predicted intracellular proteins, RNA polymerase related proteins"	Transcription			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA019071, HPA022416"	Approved		Supported	"Nucleoplasm,Nucleoli fibrillar center"		"Nucleoli fibrillar center"	Nucleoplasm	"HPA019071: AB_1858465, HPA022416: AB_1858466"
ENSG00000198874	TYW1	"FLJ10900, MGC23001, MGC60291, RSAFD1, TYW1A, YPL207W"	"TRNA-yW synthesizing protein 1 homolog"	Q9NV66	7	66995173-67239519	"Enzymes, Predicted membrane proteins"	"tRNA processing"	Lyase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell line specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"											"HPA013568, HPA014118, HPA015535, HPA043136, HPA047029, HPA047052, HPA052097"	Approved		Approved	Nucleoplasm,Nucleoli		"Nucleoplasm, Nucleoli"		"HPA013568: , HPA014118: , HPA015535: AB_1856487, HPA043136: , HPA047029: , HPA047052: , HPA052097: "
